project,bug_id,full_execution_size,passing_TC_size,failing_TC_size,union_passing_slice,union_failing_slice,union_all_slice,all_reduction_ratio
Cli,39b,474,472,208,0,0,0,1.0
Cli,40b,479,478,19,0,0,0,1.0
Jsoup,6b,1072,1072,551,0,0,0,1.0
Jsoup,7b,1083,1083,0,0,0,0,1.0
Jsoup,8b,1100,1100,0,0,0,0,1.0
Jsoup,9b,1101,1101,0,0,0,0,1.0
Jsoup,10b,1101,1101,0,0,0,0,1.0
Jsoup,11b,1107,1107,0,0,0,0,1.0
Jsoup,12b,1024,1024,0,0,0,0,1.0
Jsoup,13b,2138,2138,0,0,0,0,1.0
Jsoup,14b,2137,2137,0,0,0,0,1.0
Jsoup,15b,2148,2148,0,0,0,0,1.0
Jsoup,16b,2035,2035,29,0,0,0,1.0
Jsoup,17b,2035,2035,0,0,0,0,1.0
Jsoup,18b,2034,2034,0,0,0,0,1.0
Jsoup,20b,2175,2175,0,0,0,0,1.0
Jsoup,21b,2175,2175,0,0,0,0,1.0
Jsoup,22b,2177,2177,0,0,0,0,1.0
Jsoup,23b,2175,2175,0,0,0,0,1.0
Jsoup,24b,2185,2185,0,0,0,0,1.0
Jsoup,25b,2198,2198,0,0,0,0,1.0
Jsoup,27b,2212,2212,7,0,0,0,1.0
Jsoup,28b,2216,2216,0,0,0,0,1.0
Jsoup,29b,2209,2209,0,0,0,0,1.0
Jsoup,31b,2208,2208,0,0,0,0,1.0
Jsoup,32b,2288,2288,0,0,0,0,1.0
Jsoup,33b,2503,2503,0,0,0,0,1.0
Jsoup,34b,2508,2508,0,0,0,0,1.0
Jsoup,35b,2504,2504,0,0,0,0,1.0
Jsoup,36b,2281,2276,864,7,0,7,0.996931
Jsoup,37b,2558,2558,0,0,0,0,1.0
Jsoup,38b,2556,2556,0,0,0,0,1.0
Jsoup,39b,2302,2302,0,0,0,0,1.0
Jsoup,40b,2585,2584,14,0,0,0,1.0
Jsoup,41b,2971,2965,927,0,6,6,0.99798
Jsoup,42b,2976,2976,0,0,0,0,1.0
Jsoup,43b,3047,3047,0,0,0,0,1.0
Jsoup,44b,3097,3046,1122,0,0,0,1.0
Jsoup,45b,3109,3109,0,0,0,0,1.0
Jsoup,46b,3115,3110,1124,0,0,0,1.0
Jsoup,47b,3116,3116,0,0,0,0,1.0
Jsoup,49b,3143,3143,305,0,1,1,0.999682
Jsoup,50b,2693,2693,867,119,0,119,0.955811
Jsoup,51b,3139,3139,0,0,0,0,1.0
Jsoup,52b,3151,3109,966,98,244,276,0.912409
Jsoup,53b,2899,2899,0,0,0,0,1.0
Jsoup,54b,1752,1668,850,0,7,7,0.996005
Jsoup,55b,3212,3212,0,0,0,0,1.0
Jsoup,56b,3226,3226,0,0,0,0,1.0
Jsoup,57b,3275,3266,933,10,7,17,0.994809
Jsoup,58b,3292,3292,0,0,0,0,1.0
Jsoup,59b,3290,3290,0,0,0,0,1.0
Jsoup,60b,3114,3114,0,0,0,0,1.0
Jsoup,61b,3320,3320,0,0,0,0,1.0
Jsoup,62b,3318,3318,0,0,0,0,1.0
Jsoup,63b,2576,2535,93,135,0,135,0.947593
Jsoup,64b,2567,2526,93,135,0,135,0.947409
Jsoup,65b,2656,2615,96,304,0,304,0.885542
Jsoup,66b,2776,2698,1216,304,280,429,0.845461
Jsoup,67b,3124,2773,681,304,9,313,0.899808
Jsoup,68b,3981,3981,0,0,0,0,1.0
Jsoup,69b,3983,3983,0,0,0,0,1.0
Jsoup,70b,4029,4029,0,0,0,0,1.0
Jsoup,71b,4033,4033,0,0,0,0,1.0
Jsoup,72b,4041,4039,47,27,22,27,0.993318
Jsoup,73b,1921,1890,1199,0,0,0,1.0
Jsoup,74b,4007,4007,0,0,0,0,1.0
Jsoup,75b,4170,4168,954,0,329,329,0.921103
Jsoup,76b,4128,4128,0,0,0,0,1.0
Jsoup,77b,4131,4131,0,0,0,0,1.0
Jsoup,78b,3477,3474,173,15,0,15,0.995686
Jsoup,79b,4192,4192,0,0,0,0,1.0
Jsoup,80b,4154,4151,533,500,12,500,0.879634
Jsoup,81b,3516,3516,1374,413,291,493,0.859784
Jsoup,82b,3531,3531,0,0,0,0,1.0
Jsoup,83b,4259,4259,0,0,0,0,1.0
Jsoup,84b,1949,1949,0,0,0,0,1.0
Jsoup,85b,4297,4297,0,0,0,0,1.0
Jsoup,86b,4256,4253,596,691,15,691,0.837641
Jsoup,87b,4315,4315,0,0,0,0,1.0
Jsoup,88b,4331,4331,0,0,0,0,1.0
Jsoup,89b,4331,4320,308,0,0,0,1.0
Jsoup,90b,2047,2047,0,0,0,0,1.0
Jsoup,91b,4353,4345,1276,147,0,147,0.96623
Jsoup,92b,4390,4390,0,0,0,0,1.0
Jsoup,93b,4342,4342,0,0,0,0,1.0
