project,bug_id,file_name,line_no,rank_best_trace,tie_size_trace,rank_best_slice,tie_size_slice,unanswerable_reason,nearest_line_diff_trace,diff_best_trace,diff_tie_trace,diff_reason_trace,nearest_line_diff_slice,diff_best_slice,diff_tie_slice,diff_reason_slice
Chart,13b,BorderArrangement.java,454,1,66,None,None,,0,already_found,already_found,succeed,-131,1,144,succeed
Chart,19b,CategoryPlot.java,698,1,6,1,586,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Chart,19b,CategoryPlot.java,973,1,6,1,586,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Chart,21b,DefaultBoxAndWhiskerCategoryDataset.java,157,None,None,None,None,dead_code_never_executed,1,26,60,succeed,2,5,44,succeed
Chart,21b,DefaultBoxAndWhiskerCategoryDataset.java,188,None,None,None,None,dead_code_never_executed,1,26,60,succeed,1,5,44,succeed
Chart,21b,DefaultBoxAndWhiskerCategoryDataset.java,741,6,7,None,None,,0,already_found,already_found,succeed,30,5,44,succeed
Chart,21b,DefaultBoxAndWhiskerCategoryDataset.java,742,None,None,None,None,dead_code_never_executed,-1,6,7,succeed,29,5,44,succeed
Chart,24b,GrayPaintScale.java,126,1,4,1,6,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Chart,25b,StatisticalBarRenderer.java,259,None,None,None,None,dead_code_never_executed,-1,2557,192,succeed,-1,331,28,succeed
Chart,25b,StatisticalBarRenderer.java,315,2557,192,331,28,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Chart,25b,StatisticalBarRenderer.java,344,None,None,None,None,dead_code_never_executed,-1,2557,192,succeed,-28,359,4,succeed
Chart,25b,StatisticalBarRenderer.java,403,None,None,None,None,dead_code_never_executed,-1,2897,177,succeed,-1,331,28,succeed
Chart,25b,StatisticalBarRenderer.java,459,2897,177,331,28,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Chart,25b,StatisticalBarRenderer.java,487,None,None,None,None,dead_code_never_executed,-1,2897,177,succeed,-27,359,4,succeed
Chart,23b,MinMaxCategoryRenderer.java,435,None,None,None,None,dead_code_never_executed,13,116,141,succeed,-264,1,25,succeed
Chart,20b,ValueMarker.java,95,5,2,1,2,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Chart,22b,KeyedObjects2D.java,231,63,9,16,3,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Chart,22b,KeyedObjects2D.java,233,63,9,None,None,,0,already_found,already_found,succeed,-1,16,3,succeed
Chart,22b,KeyedObjects2D.java,318,None,None,None,None,dead_code_never_executed,-4,40,17,succeed,-4,19,8,succeed
Chart,22b,KeyedObjects2D.java,319,None,None,None,None,dead_code_never_executed,-5,40,17,succeed,-5,19,8,succeed
Chart,22b,KeyedObjects2D.java,320,None,None,None,None,dead_code_never_executed,-6,40,17,succeed,-6,19,8,succeed
Chart,22b,KeyedObjects2D.java,345,40,17,30,34,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Chart,22b,KeyedObjects2D.java,378,2,10,None,None,,0,already_found,already_found,succeed,-33,30,34,succeed
Gson,3b,ConstructorConstructor.java,36,None,None,None,None,dead_code_never_executed,11,227,71,succeed,11,48,158,succeed
Gson,3b,ConstructorConstructor.java,175,31,1,48,158,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Chart,18b,DefaultKeyedValues.java,318,1,6,None,None,,0,already_found,already_found,succeed,15,2,1,succeed
Chart,18b,DefaultKeyedValues.java,320,None,None,None,None,live_line_never_executed,-1,13,3,succeed,13,2,1,succeed
Chart,18b,DefaultKeyedValues.java,335,7,1,None,None,,0,already_found,already_found,succeed,-2,2,1,succeed
Chart,18b,DefaultKeyedValues2D.java,455,8,5,None,None,,0,already_found,already_found,succeed,-43,42,155,succeed
Chart,18b,DefaultKeyedValues2D.java,456,8,5,None,None,,0,already_found,already_found,succeed,-44,42,155,succeed
Chart,18b,DefaultKeyedValues2D.java,458,8,5,None,None,,0,already_found,already_found,succeed,-46,42,155,succeed
Gson,5b,ISO8601Utils.java,207,36,70,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Gson,1b,TypeInfoFactory.java,80,2,1,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Gson,1b,TypeInfoFactory.java,109,None,None,None,None,dead_code_never_executed,-7,424,1393,succeed,None,None,None,project_test_scenario
Gson,1b,TypeInfoFactory.java,110,None,None,None,None,dead_code_never_executed,7,424,1393,succeed,None,None,None,project_test_scenario
Gson,1b,TypeInfoFactory.java,111,None,None,None,None,dead_code_never_executed,6,424,1393,succeed,None,None,None,project_test_scenario
Gson,1b,TypeInfoFactory.java,112,None,None,None,None,dead_code_never_executed,5,424,1393,succeed,None,None,None,project_test_scenario
Gson,1b,TypeInfoFactory.java,113,None,None,None,None,live_line_never_executed,4,424,1393,succeed,None,None,None,project_test_scenario
Chart,2b,DatasetUtilities.java,755,86,8,10,1158,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Chart,2b,DatasetUtilities.java,757,86,8,10,1158,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Chart,2b,DatasetUtilities.java,761,137,16548,10,1158,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Chart,2b,DatasetUtilities.java,1242,77,9,10,1158,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Chart,2b,DatasetUtilities.java,1244,77,9,10,1158,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Chart,2b,DatasetUtilities.java,1248,137,16548,10,1158,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Chart,26b,Axis.java,1190,260,123,None,None,,0,already_found,already_found,succeed,1,1,26,succeed
Chart,26b,Axis.java,1192,132,5,1,26,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Gson,8b,UnsafeAllocator.java,23,None,None,None,None,dead_code_never_executed,7,2,7,succeed,25,1,1,succeed
Gson,8b,UnsafeAllocator.java,48,1,1,1,1,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Gson,8b,UnsafeAllocator.java,71,None,None,None,None,dead_code_never_executed,-23,1,1,succeed,-23,1,1,succeed
Gson,8b,UnsafeAllocator.java,90,None,None,None,None,dead_code_never_executed,-42,1,1,succeed,-42,1,1,succeed
Gson,8b,UnsafeAllocator.java,110,None,None,None,None,dead_code_never_executed,-62,1,1,succeed,-62,1,1,succeed
Gson,2b,TypeAdapters.java,833,1,1,2,364,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Gson,2b,TypeAdapters.java,835,None,None,None,None,dead_code_never_executed,-2,1,1,succeed,-2,2,364,succeed
Gson,9b,JsonTreeWriter.java,162,None,None,None,None,dead_code_never_executed,2,233,2521,succeed,None,None,None,project_test_scenario
Gson,9b,JsonWriter.java,476,None,None,None,None,dead_code_never_executed,-8,1,2,succeed,-20,1,51,succeed
Gson,9b,TypeAdapters.java,165,233,2521,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Gson,9b,TypeAdapters.java,166,233,2521,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Gson,9b,TypeAdapters.java,167,233,2521,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Gson,9b,TypeAdapters.java,168,None,None,None,None,live_line_never_executed,-1,233,2521,succeed,None,None,None,project_test_scenario
Gson,12b,JsonTreeReader.java,257,2,3,None,None,,0,already_found,already_found,succeed,34,1,22,succeed
Gson,12b,JsonTreeReader.java,262,2,3,None,None,,0,already_found,already_found,succeed,29,1,22,succeed
Gson,12b,JsonTreeReader.java,264,349,2455,None,None,,0,already_found,already_found,succeed,27,1,22,succeed
Gson,12b,JsonTreeReader.java,265,None,None,None,None,dead_code_never_executed,-1,349,2455,succeed,26,1,22,succeed
Gson,11b,TypeAdapters.java,370,None,None,None,None,,-1,329,2468,succeed,36,2,156,succeed
Gson,14b,$Gson$Types.java,79,32,5,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Gson,14b,$Gson$Types.java,80,32,5,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Gson,14b,$Gson$Types.java,90,20,12,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Gson,14b,$Gson$Types.java,91,20,12,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Gson,6b,JsonAdapterAnnotationTypeAdapterFactory.java,67,5,3,None,None,,0,already_found,already_found,succeed,-30,28,125,succeed
Gson,6b,JsonAdapterAnnotationTypeAdapterFactory.java,68,396,2277,None,None,,0,already_found,already_found,succeed,-31,28,125,succeed
Gson,16b,$Gson$Types.java,340,2,379,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Gson,16b,$Gson$Types.java,343,2,379,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Gson,15b,JsonWriter.java,495,2,2,None,None,,0,already_found,already_found,succeed,-39,20,32,succeed
Gson,18b,$Gson$Types.java,278,None,None,None,None,dead_code_never_executed,1,523,51,succeed,None,None,None,project_test_scenario
Gson,18b,$Gson$Types.java,279,523,51,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
JacksonCore,1b,NumberInput.java,295,16,7,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
JacksonCore,1b,NumberInput.java,296,None,None,None,None,dead_code_never_executed,-1,16,7,succeed,None,None,None,project_test_scenario
JacksonCore,1b,NumberInput.java,305,None,None,None,None,dead_code_never_executed,-10,16,7,succeed,None,None,None,project_test_scenario
JacksonCore,1b,NumberInput.java,306,None,None,None,None,dead_code_never_executed,-11,16,7,succeed,None,None,None,project_test_scenario
JacksonCore,1b,NumberInput.java,308,None,None,None,None,dead_code_never_executed,-13,16,7,succeed,None,None,None,project_test_scenario
JacksonCore,1b,TextBuffer.java,390,None,None,None,None,live_line_never_executed,-15,410,4583,succeed,None,None,None,project_test_scenario
JacksonCore,1b,TextBuffer.java,394,None,None,None,None,live_line_never_executed,14,410,4583,succeed,None,None,None,project_test_scenario
Gson,17b,DefaultDateTypeAdapter.java,99,4,1,None,None,,0,already_found,already_found,succeed,-19,1,5,succeed
Gson,17b,DefaultDateTypeAdapter.java,100,1,1,None,None,,0,already_found,already_found,succeed,-20,1,5,succeed
Gson,10b,ReflectiveTypeAdapterFactory.java,122,134,18,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
JacksonCore,2b,ReaderBasedJsonParser.java,952,331,7,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
JacksonCore,2b,ReaderBasedJsonParser.java,1079,549,4754,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
JacksonCore,2b,ReaderBasedJsonParser.java,1162,None,None,None,None,dead_code_never_executed,10,549,4754,succeed,None,None,None,project_test_scenario
JacksonCore,2b,ReaderBasedJsonParser.java,1163,None,None,None,None,dead_code_never_executed,9,549,4754,succeed,None,None,None,project_test_scenario
JacksonCore,2b,UTF8StreamJsonParser.java,1244,None,None,None,None,dead_code_never_executed,-2,99,28,succeed,None,None,None,project_test_scenario
JacksonCore,2b,UTF8StreamJsonParser.java,1280,None,None,None,None,dead_code_never_executed,-2,549,4754,succeed,None,None,None,project_test_scenario
JacksonCore,2b,UTF8StreamJsonParser.java,1404,549,4754,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
JacksonCore,2b,UTF8StreamJsonParser.java,1421,None,None,None,None,dead_code_never_executed,-10,549,4754,succeed,None,None,None,project_test_scenario
JacksonCore,2b,UTF8StreamJsonParser.java,1422,None,None,None,None,dead_code_never_executed,-11,549,4754,succeed,None,None,None,project_test_scenario
JacksonCore,2b,UTF8StreamJsonParser.java,1423,None,None,None,None,dead_code_never_executed,10,549,4754,succeed,None,None,None,project_test_scenario
JacksonCore,2b,UTF8StreamJsonParser.java,2574,None,None,None,None,,-4,549,4754,succeed,None,None,None,pipeline_gap
JacksonCore,2b,UTF8StreamJsonParser.java,2576,None,None,None,None,live_line_never_executed,-6,549,4754,succeed,None,None,None,project_test_scenario
JacksonCore,2b,UTF8StreamJsonParser.java,2577,None,None,None,None,live_line_never_executed,5,549,4754,succeed,None,None,None,project_test_scenario
JacksonCore,4b,TextBuffer.java,585,None,None,None,None,dead_code_never_executed,-1,1,4,succeed,-1,1,30,succeed
JacksonCore,4b,TextBuffer.java,586,1,4,1,30,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,3b,UTF8StreamJsonParser.java,125,None,None,None,None,dead_code_never_executed,-1,46,27,succeed,-1,13,97,succeed
JacksonCore,3b,UTF8StreamJsonParser.java,126,46,27,13,97,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,5b,JsonPointer.java,193,18,25,None,None,,0,already_found,already_found,succeed,15,1,29,succeed
JacksonCore,7b,JsonWriteContext.java,169,16,2,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
JacksonCore,6b,JsonPointer.java,193,21,25,9,5,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,6b,JsonPointer.java,194,21,25,9,5,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,8b,TextBuffer.java,307,1,1,1,10,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,9b,ParserMinimalBase.java,392,None,None,None,None,dead_code_never_executed,5,1,4,succeed,None,None,None,project_test_scenario
JacksonCore,9b,ParserMinimalBase.java,400,1,4,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
JacksonCore,9b,ReaderBasedJsonParser.java,253,5,4,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
JacksonCore,9b,ReaderBasedJsonParser.java,266,None,None,None,None,dead_code_never_executed,4,48,3,succeed,None,None,None,project_test_scenario
JacksonCore,9b,UTF8StreamJsonParser.java,305,5,4,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
JacksonCore,9b,UTF8StreamJsonParser.java,319,None,None,None,None,dead_code_never_executed,-14,5,4,succeed,None,None,None,project_test_scenario
JacksonCore,11b,ByteQuadsCanonicalizer.java,876,177,20,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Gson,4b,JsonReader.java,573,None,None,None,None,,-1,274,2569,succeed,-1,23,543,succeed
Gson,4b,JsonReader.java,575,274,2569,23,543,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Gson,4b,JsonReader.java,576,None,None,None,None,live_line_never_executed,-1,274,2569,succeed,-1,23,543,succeed
Gson,4b,JsonReader.java,585,22,2,23,543,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Gson,4b,JsonReader.java,586,5,1,23,543,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Gson,4b,JsonReader.java,587,None,None,None,None,live_line_never_executed,-1,5,1,succeed,-1,23,543,succeed
Gson,4b,JsonWriter.java,325,274,2569,None,None,,0,already_found,already_found,succeed,34,1,8,succeed
Gson,4b,JsonWriter.java,418,274,2569,None,None,,0,already_found,already_found,succeed,-59,1,8,succeed
Gson,4b,JsonWriter.java,435,274,2569,None,None,,0,already_found,already_found,succeed,-76,1,8,succeed
Gson,4b,JsonWriter.java,454,274,2569,None,None,,0,already_found,already_found,succeed,-95,1,8,succeed
Gson,4b,JsonWriter.java,466,17,2,None,None,,0,already_found,already_found,succeed,-107,1,8,succeed
Gson,4b,JsonWriter.java,483,274,2569,None,None,,0,already_found,already_found,succeed,-124,1,8,succeed
Gson,4b,JsonWriter.java,495,274,2569,None,None,,0,already_found,already_found,succeed,-136,1,8,succeed
Gson,4b,JsonWriter.java,518,274,2569,None,None,,0,already_found,already_found,succeed,-159,1,8,succeed
Gson,4b,JsonWriter.java,612,None,None,None,None,,2,76,2,succeed,-253,1,8,succeed
Gson,4b,JsonWriter.java,621,None,None,None,None,,1,76,2,succeed,-262,1,8,succeed
Gson,4b,JsonWriter.java,623,1,1,None,None,,0,already_found,already_found,succeed,-264,1,8,succeed
Gson,4b,JsonWriter.java,625,None,None,None,None,live_line_never_executed,1,274,2569,succeed,-266,1,8,succeed
JacksonCore,13b,JsonGeneratorImpl.java,127,None,None,None,None,dead_code_never_executed,-3,6,7,succeed,None,None,None,project_test_scenario
JacksonCore,15b,FilteringParserDelegate.java,227,None,None,None,None,dead_code_never_executed,4,120,62,succeed,None,None,None,project_test_scenario
JacksonCore,15b,FilteringParserDelegate.java,228,None,None,None,None,dead_code_never_executed,3,120,62,succeed,None,None,None,project_test_scenario
JacksonCore,15b,FilteringParserDelegate.java,230,None,None,None,None,dead_code_never_executed,1,120,62,succeed,None,None,None,project_test_scenario
JacksonCore,16b,JsonParserSequence.java,35,None,None,None,None,dead_code_never_executed,9,58,460,succeed,9,88,133,succeed
JacksonCore,16b,JsonParserSequence.java,45,58,460,88,133,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,16b,JsonParserSequence.java,103,None,None,None,None,,-3,518,25,succeed,3,43,45,succeed
JacksonCore,16b,JsonParserSequence.java,106,58,460,43,45,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,16b,JsonParserSequence.java,107,58,460,43,45,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,16b,JsonParserSequence.java,108,58,460,32,11,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,16b,JsonParserSequence.java,109,58,460,32,11,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,16b,JsonParserSequence.java,110,58,460,32,11,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,16b,JsonParserSequence.java,112,518,25,None,None,,0,already_found,already_found,succeed,-2,32,11,succeed
JacksonCore,17b,UTF8JsonGenerator.java,528,None,None,None,None,dead_code_never_executed,-3,37,5,succeed,None,None,None,project_test_scenario
JacksonCore,17b,UTF8JsonGenerator.java,532,None,None,None,None,dead_code_never_executed,1,37,5,succeed,None,None,None,project_test_scenario
JacksonCore,17b,UTF8JsonGenerator.java,534,37,5,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
JacksonCore,17b,UTF8JsonGenerator.java,536,37,5,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
JacksonCore,17b,UTF8JsonGenerator.java,539,375,6701,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
JacksonCore,17b,UTF8JsonGenerator.java,672,None,None,None,None,dead_code_never_executed,12,375,6701,succeed,None,None,None,project_test_scenario
JacksonCore,17b,UTF8JsonGenerator.java,1886,21,15,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
JacksonCore,14b,IOContext.java,274,6,1,None,None,,0,already_found,already_found,succeed,-127,1,258,succeed
JacksonCore,14b,IOContext.java,279,27,7117,None,None,,0,already_found,already_found,succeed,-132,1,258,succeed
JacksonCore,14b,IOContext.java,284,1,1,None,None,,0,already_found,already_found,succeed,-137,1,258,succeed
JacksonCore,12b,ReaderBasedJsonParser.java,622,106,13,25,41,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,12b,ReaderBasedJsonParser.java,630,42,11,6,16,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,12b,ReaderBasedJsonParser.java,635,None,None,None,None,dead_code_never_executed,-2,29,4,succeed,-2,6,16,succeed
JacksonCore,12b,ReaderBasedJsonParser.java,773,442,6590,None,None,,0,already_found,already_found,succeed,-52,1,5,succeed
JacksonCore,12b,ReaderBasedJsonParser.java,776,442,6590,None,None,,0,already_found,already_found,succeed,-55,1,5,succeed
JacksonCore,12b,ReaderBasedJsonParser.java,780,442,6590,None,None,,0,already_found,already_found,succeed,-59,1,5,succeed
JacksonCore,12b,ReaderBasedJsonParser.java,851,442,6590,None,None,,0,already_found,already_found,succeed,-130,1,5,succeed
JacksonCore,12b,ReaderBasedJsonParser.java,853,442,6590,None,None,,0,already_found,already_found,succeed,-132,1,5,succeed
JacksonCore,12b,ReaderBasedJsonParser.java,857,442,6590,None,None,,0,already_found,already_found,succeed,-136,1,5,succeed
JacksonCore,12b,ReaderBasedJsonParser.java,862,442,6590,None,None,,0,already_found,already_found,succeed,-141,1,5,succeed
JacksonCore,12b,ReaderBasedJsonParser.java,917,None,None,None,None,dead_code_never_executed,-1,442,6590,succeed,-196,1,5,succeed
JacksonCore,12b,ReaderBasedJsonParser.java,967,442,6590,None,None,,0,already_found,already_found,succeed,-246,1,5,succeed
JacksonCore,12b,ReaderBasedJsonParser.java,2671,4,2,None,None,,0,already_found,already_found,succeed,17,25,41,succeed
JacksonCore,12b,UTF8StreamJsonParser.java,3621,442,6590,None,None,,0,already_found,already_found,succeed,18,218,295,succeed
JacksonCore,18b,GeneratorBase.java,53,None,None,None,None,dead_code_never_executed,-23,100,24,succeed,None,None,None,project_test_scenario
JacksonCore,18b,GeneratorBase.java,434,None,None,None,None,dead_code_never_executed,1,367,6770,succeed,None,None,None,project_test_scenario
JacksonCore,18b,GeneratorBase.java,435,367,6770,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
JacksonCore,18b,UTF8JsonGenerator.java,910,367,6770,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
JacksonCore,18b,UTF8JsonGenerator.java,911,367,6770,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
JacksonCore,18b,UTF8JsonGenerator.java,912,367,6770,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
JacksonCore,18b,UTF8JsonGenerator.java,913,None,None,None,None,live_line_never_executed,-1,367,6770,succeed,None,None,None,project_test_scenario
JacksonCore,18b,WriterBasedJsonGenerator.java,687,367,6770,None,None,,0,already_found,already_found,succeed,3,1,1,succeed
JacksonCore,18b,WriterBasedJsonGenerator.java,688,367,6770,None,None,,0,already_found,already_found,succeed,2,1,1,succeed
JacksonCore,18b,WriterBasedJsonGenerator.java,689,367,6770,None,None,,0,already_found,already_found,succeed,1,1,1,succeed
JacksonCore,18b,WriterBasedJsonGenerator.java,690,8,12,1,1,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,19b,ReaderBasedJsonParser.java,1417,13,16,None,None,,0,already_found,already_found,succeed,-1275,1,119,succeed
JacksonCore,19b,UTF8StreamJsonParser.java,1543,411,6714,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
JacksonCore,20b,JsonGenerator.java,1330,1,2,None,None,,0,already_found,already_found,succeed,-1063,12,83,succeed
JacksonCore,21b,FilteringParserDelegate.java,238,24,62,12,17,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,22b,FilteringParserDelegate.java,417,1066,31,491,7,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,22b,FilteringParserDelegate.java,438,1165,6,518,22,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,22b,FilteringParserDelegate.java,440,1130,17,518,22,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,22b,FilteringParserDelegate.java,575,1097,2,None,None,,0,already_found,already_found,succeed,-1,509,8,succeed
JacksonCore,22b,FilteringParserDelegate.java,598,1053,6,None,None,,0,already_found,already_found,succeed,-4,335,70,succeed
JacksonCore,22b,FilteringParserDelegate.java,600,1149,16,None,None,,0,already_found,already_found,succeed,-6,335,70,succeed
JacksonCore,22b,FilteringParserDelegate.java,717,881,47,509,8,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,22b,FilteringParserDelegate.java,730,881,47,420,61,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,22b,FilteringParserDelegate.java,732,1060,6,335,70,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonCore,22b,FilteringParserDelegate.java,771,None,None,None,None,dead_code_never_executed,19,1185,161,succeed,19,545,11,succeed
JacksonCore,23b,DefaultPrettyPrinter.java,255,1,1,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Gson,7b,JsonReader.java,951,40,1,2,644,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Gson,7b,JsonReader.java,954,12,3,None,None,,0,already_found,already_found,succeed,-1,2,644,succeed
Gson,7b,JsonReader.java,1179,9,1,2,644,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Gson,7b,JsonReader.java,1182,7,2,None,None,,0,already_found,already_found,succeed,-1,2,644,succeed
JxPath,1b,DOMNodePointer.java,115,None,None,None,None,,-1,127,89,succeed,None,None,None,pipeline_gap
JxPath,1b,JDOMNodePointer.java,375,None,None,None,None,,-1,36,68,succeed,None,None,None,pipeline_gap
JacksonCore,26b,NonBlockingJsonParser.java,108,497,56,2,56,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JxPath,2b,Expression.java,19,None,None,None,None,dead_code_never_executed,20,1586,278,succeed,None,None,None,project_test_scenario
