Project,BugID,File,Line,Approx,Reason
Lang,29b,SystemUtils.java,1672,False,live_line_never_executed
Lang,32b,HashCodeBuilder.java,105,False,live_line_never_executed
Lang,32b,HashCodeBuilder.java,106,False,live_line_never_executed
Lang,32b,HashCodeBuilder.java,108,False,live_line_never_executed
Lang,32b,HashCodeBuilder.java,109,False,live_line_never_executed
Lang,4b,LookupTranslator.java,31,False,live_line_never_executed
Lang,5b,LocaleUtils.java,128,True,dead_code_never_executed
Lang,7b,NumberUtils.java,454,False,live_line_never_executed
Lang,7b,NumberUtils.java,721,True,dead_code_never_executed
Lang,8b,FastDatePrinter.java,1098,False,live_line_never_executed
