test_case,result,assertion_source_lines,dynamic_pass_asserts,dynamic_fail_asserts,trace_source
org.apache.commons.csv.CSVParserTest::testCarriageReturnLineFeedEndings,PASS,1,3,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_slicer4j_passed/testCarriageReturnLineFeedEndings_records_L395_P_34/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testCarriageReturnEndings,PASS,1,3,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_slicer4j_passed/testCarriageReturnEndings_records_L403_P_35/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testLineFeedEndings,PASS,1,3,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_slicer4j_passed/testLineFeedEndings_records_L411_P_36/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testIgnoreEmptyLines,PASS,1,3,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_slicer4j_passed/testIgnoreEmptyLines_records_L421_P_37/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testForEach,PASS,4,27,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_slicer4j_passed/testForEach_records_L434_P_38/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testRoundtrip,PASS,1,2,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testRoundtrip_out_L448_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testIterator,PASS,8,34,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testIterator_iterator_L470_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testHeader,PASS,5,24,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_slicer4j_passed/testHeader_records_L487_P_39/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testHeaderComment,PASS,5,24,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_slicer4j_passed/testHeaderComment_records_L504_P_41/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testProvidedHeader,PASS,9,59,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_slicer4j_passed/testProvidedHeader_records_L521_P_43/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testMappedButNotSetAsOutlook2007ContactExport,PASS,31,62,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_slicer4j_passed/testMappedButNotSetAsOutlook2007ContactExport_records_L542_P_45/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testGetHeaderMap,PASS,8,41,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_slicer4j_passed/testGetHeaderMap_records_L596_P_47/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testGetLineNumberWithLF,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testGetLineNumberWithCRLF,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testGetLineNumberWithCR,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testGetRecordNumberWithLF,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testGetRecordWithMultiiLineValues,PASS,17,34,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testGetRecordWithMultiiLineValues_parser_L647_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testGetRecordNumberWithCRLF,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testGetRecordNumberWithCR,PASS,0,0,0,
org.apache.commons.csv.CSVPrinterTest::testDisabledComment,PASS,1,2,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testDisabledComment_sw_L150_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testExcelPrintAllArrayOfArrays,PASS,1,11,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testExcelPrintAllArrayOfArrays_sw_L159_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testExcelPrintAllArrayOfLists,PASS,1,11,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testExcelPrintAllArrayOfLists_sw_L168_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testExcelPrintAllIterableOfArrays,PASS,1,11,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testExcelPrintAllIterableOfArrays_sw_L177_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testExcelPrintAllIterableOfLists,PASS,1,11,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testExcelPrintAllIterableOfLists_sw_L187_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testExcelPrinter1,PASS,1,8,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testExcelPrinter1_sw_L196_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testExcelPrinter2,PASS,1,8,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testExcelPrinter2_b_L205_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testJdbcPrinter,PASS,1,11,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testJdbcPrinter_sw_L221_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testMultiLineComment,PASS,1,11,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testMultiLineComment_sw_L234_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testPrinter1,PASS,1,8,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testPrinter1_sw_L243_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testPrinter2,PASS,1,8,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testPrinter2_b_L252_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testPrinter3,PASS,1,8,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testPrinter3_b_L261_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testPrinter4,PASS,1,8,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testPrinter4_sw_L270_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testPrinter5,PASS,1,8,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testPrinter5_sw_L279_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testPrinter6,PASS,1,8,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testPrinter6_sw_L288_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testPrinter7,PASS,1,8,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testPrinter7_sw_L297_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testPrintNullValues,PASS,1,8,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testPrintNullValues_sw_L306_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testPrintCustomNullValues,PASS,1,8,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testPrintCustomNullValues_sw_L315_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testQuoteAll,PASS,1,8,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testQuoteAll_sw_L324_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testQuoteNonNumeric,PASS,1,8,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testQuoteNonNumeric_sw_L333_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testRandom,PASS,0,0,0,
org.apache.commons.csv.CSVPrinterTest::testSingleLineComment,PASS,1,8,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_3b/step2_slicing/_assert_trace_only/testSingleLineComment_sw_L351_traceonly/trace.log_icdg.log
