test_case,result,assertion_source_lines,dynamic_pass_asserts,dynamic_fail_asserts,trace_source
org.apache.commons.csv.CSVParserTest::testBackslashEscapingOld,PASS,3,0,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testBackslashEscapingOld_records_L156_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testBOM,PASS,1,0,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testBOM_string_L169_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testBOMInputStream,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testCarriageReturnEndings,PASS,1,3,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testCarriageReturnEndings_records_L202_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testCarriageReturnLineFeedEndings,PASS,1,3,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testCarriageReturnLineFeedEndings_records_L211_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testClose,PASS,2,4,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testClose_records_L222_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testCSV57,PASS,2,4,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testCSV57_list_L231_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testDefaultFormat,PASS,2,7,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testDefaultFormat_records_L249_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testEmptyFile,PASS,1,2,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testEmptyFile_parser_L267_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testEmptyLineBehaviourCSV,PASS,3,60,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testEmptyLineBehaviourCSV_records_L282_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testEmptyLineBehaviourExcel,PASS,3,100,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testEmptyLineBehaviourExcel_records_L299_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testStartWithEmptyLinesThenHeaders,PASS,3,0,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testStartWithEmptyLinesThenHeaders_records_L318_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testEndOfFileBehaviorCSV,PASS,3,160,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testEndOfFileBehaviorCSV_records_L337_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testEndOfFileBehaviourExcel,PASS,3,200,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testEndOfFileBehaviourExcel_records_L357_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testExcelFormat1,PASS,3,35,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testExcelFormat1_records_L374_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testExcelFormat2,PASS,3,35,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testExcelFormat2_records_L388_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testExcelHeaderCountLessThanData,PASS,3,6,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testExcelHeaderCountLessThanData_record_L404_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testForEach,PASS,4,27,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testForEach_records_L421_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testGetHeaderMap,PASS,8,41,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testGetHeaderMap_records_L447_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testDuplicateHeaders,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testGetLine,PASS,2,14,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testGetLine_parser_L463_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testGetLineNumberWithCR,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testGetLineNumberWithCRLF,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testGetLineNumberWithLF,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testGetRecordPositionWithCRLF,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testGetRecordPositionWithLF,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testGetOneLine,PASS,1,4,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testGetOneLine_record_L496_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testGetOneLineOneParser,PASS,2,8,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testGetOneLineOneParser_record2_L519_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testGetRecordNumberWithCR,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testGetRecordNumberWithCRLF,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testGetRecordNumberWithLF,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testGetRecords,PASS,3,35,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testGetRecords_records_L547_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testGetRecordWithMultiLineValues,PASS,17,34,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testGetRecordWithMultiLineValues_parser_L573_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testHeader,PASS,5,24,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testHeader_records_L591_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testHeaderMissing,PASS,4,18,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testHeaderMissing_records_L607_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testHeadersMissingException,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testHeadersMissing,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testHeaderMissingWithNull,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testHeaderComment,PASS,5,24,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testHeaderComment_records_L642_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testIgnoreEmptyLines,PASS,1,3,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testIgnoreEmptyLines_records_L652_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testInvalidFormat,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testIterator,PASS,8,34,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testIterator_iterator_L681_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testLineFeedEndings,PASS,1,3,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testLineFeedEndings_records_L696_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testMappedButNotSetAsOutlook2007ContactExport,PASS,20,40,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testMappedButNotSetAsOutlook2007ContactExport_records_L732_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testMultipleIterators,PASS,6,12,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testMultipleIterators_second_L751_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testNewCSVParserNullReaderFormat,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testNewCSVParserReaderNullFormat,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testNoHeaderMap,PASS,1,2,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testNoHeaderMap_parser_L768_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testParseFileNullFormat,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testParseNullFileFormat,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testParseNullStringFormat,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testParseNullUrlCharsetFormat,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testParserUrlNullCharsetFormat,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testParseStringNullFormat,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testParseUrlCharsetNullFormat,PASS,0,0,0,
org.apache.commons.csv.CSVParserTest::testProvidedHeader,PASS,9,59,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testProvidedHeader_records_L827_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testProvidedHeaderAuto,PASS,9,40,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testProvidedHeaderAuto_records_L848_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testRoundtrip,PASS,1,2,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testRoundtrip_out_L859_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testSkipAutoHeader,PASS,3,6,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testSkipAutoHeader_record_L870_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testSkipSetHeader,PASS,3,6,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testSkipSetHeader_record_L881_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testSkipSetAltHeaders,PASS,3,6,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testSkipSetAltHeaders_record_L892_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testSkipHeaderOverrideDuplicateHeaders,PASS,3,6,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testSkipHeaderOverrideDuplicateHeaders_record_L903_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVParserTest::testIgnoreCaseHeaderMapping,PASS,3,6,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testIgnoreCaseHeaderMapping_record_L1010_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testDisabledComment,PASS,1,2,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testDisabledComment_sw_L170_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testExcelPrintAllArrayOfArrays,PASS,1,11,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testExcelPrintAllArrayOfArrays_sw_L179_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testExcelPrintAllArrayOfLists,PASS,1,11,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testExcelPrintAllArrayOfLists_sw_L188_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testExcelPrintAllIterableOfArrays,PASS,1,11,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testExcelPrintAllIterableOfArrays_sw_L197_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testExcelPrintAllIterableOfLists,PASS,1,11,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testExcelPrintAllIterableOfLists_sw_L207_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testExcelPrinter1,PASS,1,8,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testExcelPrinter1_sw_L216_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testExcelPrinter2,PASS,1,8,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testExcelPrinter2_b_L225_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testJdbcPrinter,PASS,1,11,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testJdbcPrinter_sw_L243_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testJdbcPrinterWithResultSet,PASS,1,14,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testJdbcPrinterWithResultSet_sw_L265_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testJdbcPrinterWithResultSetMetaData,PASS,1,14,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testJdbcPrinterWithResultSetMetaData_sw_L288_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testMultiLineComment,PASS,1,11,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_assert_trace_only/testMultiLineComment_sw_L313_traceonly/trace.log_icdg.log
org.apache.commons.csv.CSVPrinterTest::testMySqlNullStringDefault,FAIL,1,2,1,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/Csv_13b/step2_slicing/_slicer4j_failing/testMySqlNullStringDefault_CSVFormat_L319_F_2/trace.log_icdg.log
