project,bug_id,file_name,line_no,rank_best_trace,tie_size_trace,rank_best_slice,tie_size_slice,unanswerable_reason,nearest_line_diff_trace,diff_best_trace,diff_tie_trace,diff_reason_trace,nearest_line_diff_slice,diff_best_slice,diff_tie_slice,diff_reason_slice
Codec,11b,QuotedPrintableCodec.java,180,23,7,None,None,,0,already_found,already_found,succeed,-78,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,181,57,154,None,None,,0,already_found,already_found,succeed,-79,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,182,None,None,None,None,,1,23,7,succeed,-80,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,183,23,7,None,None,,0,already_found,already_found,succeed,-81,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,184,19,1,None,None,,0,already_found,already_found,succeed,-82,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,189,42,7,None,None,,0,already_found,already_found,succeed,-87,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,195,None,None,None,None,,6,23,7,succeed,-93,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,199,None,None,None,None,,2,23,7,succeed,97,1,1,succeed
Codec,11b,QuotedPrintableCodec.java,200,None,None,None,None,,1,23,7,succeed,96,1,1,succeed
Codec,11b,QuotedPrintableCodec.java,229,37,5,None,None,,0,already_found,already_found,succeed,67,1,1,succeed
Codec,11b,QuotedPrintableCodec.java,235,None,None,None,None,,2,42,7,succeed,61,1,1,succeed
Codec,12b,BaseNCodecInputStream.java,142,None,None,None,None,,-8,235,108,succeed,-18,79,1,succeed
Codec,12b,BaseNCodecInputStream.java,144,None,None,None,None,,-10,235,108,succeed,-20,79,1,succeed
Codec,12b,BaseNCodecInputStream.java,145,None,None,None,None,,-11,235,108,succeed,-21,79,1,succeed
Codec,12b,BaseNCodecInputStream.java,153,None,None,None,None,,-19,235,108,succeed,-29,79,1,succeed
Codec,12b,BaseNCodecInputStream.java,159,None,None,None,None,,-25,235,108,succeed,-35,79,1,succeed
Codec,14b,Lang.java,98,None,None,None,None,,-2,304,34,succeed,None,None,None,pipeline_gap
Codec,14b,Lang.java,102,304,34,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,14b,PhoneticEngine.java,31,None,None,None,None,,30,15,140,succeed,None,None,None,pipeline_gap
Codec,14b,PhoneticEngine.java,338,15,140,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,14b,PhoneticEngine.java,361,15,140,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,14b,PhoneticEngine.java,364,15,140,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,14b,Rule.java,158,None,None,None,None,,11,15,140,succeed,None,None,None,pipeline_gap
Codec,14b,ash_lang.txt	1969-12-31 16:00:00.000000000 -0800,0,None,None,None,None,,None,None,None,pipeline_gap,None,None,None,pipeline_gap
Codec,14b,gen_lang.txt	1969-12-31 16:00:00.000000000 -0800,0,None,None,None,None,,None,None,None,pipeline_gap,None,None,None,pipeline_gap
Codec,14b,sep_lang.txt	1969-12-31 16:00:00.000000000 -0800,0,None,None,None,None,,None,None,None,pipeline_gap,None,None,None,pipeline_gap
Codec,15b,Soundex.java,188,7,7,None,None,,0,already_found,already_found,succeed,-107,1,1,succeed
Codec,15b,Soundex.java,189,7,7,None,None,,0,already_found,already_found,succeed,-108,1,1,succeed
Codec,15b,Soundex.java,190,2,3,None,None,,0,already_found,already_found,succeed,-109,1,1,succeed
Codec,15b,Soundex.java,191,2,3,None,None,,0,already_found,already_found,succeed,-110,1,1,succeed
Codec,15b,Soundex.java,192,2,3,None,None,,0,already_found,already_found,succeed,-111,1,1,succeed
Codec,16b,Base32.java,94,None,None,None,None,,-2,7,19,succeed,None,None,None,pipeline_gap
Codec,17b,StringUtils.java,339,11,1,None,None,,0,already_found,already_found,succeed,16,1,37,succeed
Codec,18b,StringUtils.java,81,11,11,1,49,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Codec,1b,Caverphone.java,59,1,651,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,1b,Metaphone.java,88,None,None,None,None,,-1,1,651,succeed,None,None,None,pipeline_gap
Codec,1b,SoundexUtils.java,53,1,651,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,2b,Base64.java,446,45,6,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,3b,DoubleMetaphone.java,455,2,11,None,None,,0,already_found,already_found,succeed,-368,1,3,succeed
Codec,4b,Base64.java,225,47,1,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,5b,Base64.java,585,64,4,None,None,,0,already_found,already_found,succeed,-235,1,11,succeed
Codec,6b,Base64InputStream.java,139,44,1,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,6b,Base64InputStream.java,164,16,22,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,6b,Base64InputStream.java,178,16,22,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,7b,Base64.java,670,1,2,None,None,,0,already_found,already_found,succeed,-39,4,27,succeed
Codec,8b,Base64.java,419,None,None,None,None,,1,8,5,succeed,-69,1,17,succeed
Codec,8b,Base64.java,420,8,5,None,None,,0,already_found,already_found,succeed,-70,1,17,succeed
Codec,8b,Base64.java,421,8,5,None,None,,0,already_found,already_found,succeed,-71,1,17,succeed
Codec,8b,Base64.java,422,8,5,None,None,,0,already_found,already_found,succeed,-72,1,17,succeed
Codec,8b,Base64.java,423,8,5,None,None,,0,already_found,already_found,succeed,-73,1,17,succeed
Codec,8b,Base64.java,424,None,None,None,None,,-1,8,5,succeed,-74,1,17,succeed
Codec,8b,Base64.java,425,None,None,None,None,,-2,8,5,succeed,-75,1,17,succeed
Codec,8b,Base64InputStream.java,169,13,9,None,None,,0,already_found,already_found,succeed,-71,1,17,succeed
Codec,8b,Base64InputStream.java,170,8,5,None,None,,0,already_found,already_found,succeed,-72,1,17,succeed
Codec,8b,Base64InputStream.java,171,None,None,None,None,,-1,8,5,succeed,-73,1,17,succeed
Codec,13b,DoubleMetaphone.java,22,None,None,None,None,,25,9,6,succeed,37,1,2,succeed
Codec,13b,DoubleMetaphone.java,244,3,1,None,None,,0,already_found,already_found,succeed,-179,1,2,succeed
Codec,13b,StringUtils.java,70,None,None,None,None,,11,15,1319,succeed,11,3,109,succeed
Collections,25b,IteratorUtils.java,605,1,3,1,16,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Collections,25b,IteratorUtils.java,626,None,None,None,None,,-21,1,3,succeed,-21,1,16,succeed
Collections,25b,IteratorUtils.java,648,None,None,None,None,,-43,1,3,succeed,-43,1,16,succeed
Collections,26b,MultiKey.java,277,None,None,None,None,,1,13,537,succeed,-9,1,9,succeed
Collections,27b,MultiValueMap.java,568,None,None,None,None,,-6,20,462,succeed,-12,1,9,succeed
Collections,28b,AbstractPatriciaTrie.java,2262,None,None,None,None,,11,159,54,succeed,23,1,120,succeed
Csv,10b,CSVPrinter.java,70,None,None,None,None,,-3,24,3,succeed,-4,20,6,succeed
Csv,11b,CSVParser.java,384,9,11,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,9b,Base64.java,827,12,12,None,None,,0,already_found,already_found,succeed,32,1,25,succeed
Csv,13b,CSVFormat.java,318,37,53,1,1,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Csv,13b,CSVPrinter.java,139,92,7,2,57,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Csv,12b,CSVFormat.java,219,140,46,1,1,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Csv,14b,CSVFormat.java,1039,13,4,None,None,,0,already_found,already_found,succeed,157,2,24,succeed
Csv,15b,CSVFormat.java,1189,27,4,None,None,,0,already_found,already_found,succeed,157,8,44,succeed
Csv,15b,CSVFormat.java,1190,1,1,None,None,,0,already_found,already_found,succeed,156,8,44,succeed
Csv,15b,CSVFormat.java,1191,26,1,None,None,,0,already_found,already_found,succeed,155,8,44,succeed
Csv,16b,CSVParser.java,289,None,None,None,None,,2,112,14,succeed,2,31,69,succeed
Csv,16b,CSVParser.java,357,92,19,31,69,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Csv,16b,CSVParser.java,523,16,1,9,3,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Csv,16b,CSVParser.java,571,None,None,None,None,,-3,210,399,succeed,-8,106,111,succeed
Csv,1b,ExtendedBufferedReader.java,58,96,6,None,None,,0,already_found,already_found,succeed,-1,2,38,succeed
Csv,2b,CSVRecord.java,85,1,2,None,None,,0,already_found,already_found,succeed,-1,6,3,succeed
Csv,2b,CSVRecord.java,86,None,None,None,None,,-1,1,2,succeed,-2,6,3,succeed
Csv,4b,CSVParser.java,288,1,1,None,None,,0,already_found,already_found,succeed,37,1,42,succeed
Csv,3b,Lexer.java,90,10,3,58,154,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Csv,3b,Lexer.java,111,1,1,58,154,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Csv,5b,CSVPrinter.java,325,16,3,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Csv,5b,CSVPrinter.java,326,16,3,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Csv,6b,CSVRecord.java,180,2,3,None,None,,0,already_found,already_found,succeed,-124,1,103,succeed
Csv,6b,CSVRecord.java,182,2,3,None,None,,0,already_found,already_found,succeed,-126,1,103,succeed
Csv,7b,CSVParser.java,32,None,None,None,None,,116,176,365,succeed,None,None,None,pipeline_gap
Csv,7b,CSVParser.java,371,5,6,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Csv,9b,CSVRecord.java,180,3,1,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Csv,8b,CSVFormat.java,316,5,2,None,None,,0,already_found,already_found,succeed,-142,1,1,succeed
Csv,8b,CSVFormat.java,665,7,1,None,None,,0,already_found,already_found,succeed,-491,1,1,succeed
Csv,8b,CSVFormat.java,666,2,3,None,None,,0,already_found,already_found,succeed,-492,1,1,succeed
Csv,8b,CSVFormat.java,667,2,3,None,None,,0,already_found,already_found,succeed,-493,1,1,succeed
Csv,8b,CSVFormat.java,668,2,3,None,None,,0,already_found,already_found,succeed,-494,1,1,succeed
Csv,8b,CSVFormat.java,669,1,1,None,None,,0,already_found,already_found,succeed,-495,1,1,succeed
Csv,8b,CSVFormat.java,670,None,None,None,None,,-1,1,1,succeed,-496,1,1,succeed
Csv,8b,CSVFormat.java,671,None,None,None,None,,-2,1,1,succeed,-497,1,1,succeed
JacksonXml,2b,XmlTokenStream.java,62,None,None,None,None,,6,312,8,succeed,6,5,121,succeed
JacksonXml,2b,XmlTokenStream.java,311,252,23,5,121,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonXml,2b,XmlTokenStream.java,325,252,23,5,121,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
JacksonXml,2b,XmlTokenStream.java,330,164,17,None,None,,0,already_found,already_found,succeed,-4,5,121,succeed
JacksonXml,2b,XmlTokenStream.java,333,320,848,None,None,,0,already_found,already_found,succeed,-7,5,121,succeed
JacksonXml,2b,XmlTokenStream.java,506,None,None,None,None,,-7,320,848,succeed,-73,5,121,succeed
JacksonXml,1b,FromXmlParser.java,510,258,21,None,None,,0,already_found,already_found,succeed,-13,5,62,succeed
JacksonXml,1b,FromXmlParser.java,514,165,2,None,None,,0,already_found,already_found,succeed,-17,5,62,succeed
JacksonXml,1b,FromXmlParser.java,550,1,4,None,None,,0,already_found,already_found,succeed,-53,5,62,succeed
JacksonXml,1b,FromXmlParser.java,551,1,4,None,None,,0,already_found,already_found,succeed,-54,5,62,succeed
JacksonXml,1b,FromXmlParser.java,552,1,4,None,None,,0,already_found,already_found,succeed,-55,5,62,succeed
JacksonXml,1b,FromXmlParser.java,553,1,4,None,None,,0,already_found,already_found,succeed,-56,5,62,succeed
JacksonXml,3b,FromXmlParser.java,668,None,None,None,None,,1,1,3,succeed,1,1,4,succeed
JacksonXml,3b,FromXmlParser.java,671,1,3,None,None,,0,already_found,already_found,succeed,-1,1,4,succeed
JacksonXml,5b,XmlSerializerProvider.java,59,13,3,None,None,,0,already_found,already_found,succeed,-17,1,54,succeed
JacksonXml,4b,XmlSerializerProvider.java,204,1,5,None,None,,0,already_found,already_found,succeed,-162,5,49,succeed
JacksonXml,4b,XmlSerializerProvider.java,205,1,5,None,None,,0,already_found,already_found,succeed,-163,5,49,succeed
JacksonXml,6b,ToXmlGenerator.java,843,None,None,None,None,,-8,301,1034,succeed,-757,5,61,succeed
