test_case,result,assertion_source_lines,dynamic_pass_asserts,dynamic_fail_asserts,trace_source
com.fasterxml.jackson.dataformat.xml.deser.TestStringValues::testMissingString,PASS,2,4,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testMissingString_bean_L56_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.TestStringValues::testStringWithAttribute,PASS,2,3,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testStringWithAttribute_bean_L64_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.TestStringValues::testStringsWithAttribute,PASS,3,5,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testStringsWithAttribute_bean_L78_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.TestStringValues::testStringArrayWithAttribute,PASS,5,12,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testStringArrayWithAttribute_beans_L95_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.TestStringValues::testEmptyElementToString,PASS,2,3,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testEmptyElementToString_result_L105_P_4/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.TestViews::testIssue7,PASS,5,15,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testIssue7_result_L100_P_6/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.TestViews::testNullSuppression,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testNullSuppression_xml_L111_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.TestViews::testIssue44,PASS,1,2,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testIssue44_writer_L124_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.incr.IncrementalWritingTest::testSimple,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testSimple_xml_L29_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.incr.PartialReadTest::testSimpleRead,PASS,14,26,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testSimpleRead_sr_L42_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.jaxb.AttributesWithJAXBTest::testTwoAttributes,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testTwoAttributes_xml_L48_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.jaxb.AttributesWithJAXBTest::testAttributeAndElement,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testAttributeAndElement_xml_L56_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.jaxb.ElementWrapperTest::testElementWrapper,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testElementWrapper_xml_L63_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.jaxb.ElementWrapperTest::testNoElementWrapper,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testNoElementWrapper_xml_L83_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.jaxb.JAXBObjectId170Test::testPolyIdList178,PASS,5,11,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testPolyIdList178_result_L129_P_11/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest::testRootName,PASS,2,6,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testRootName_jaxbMapper_L120_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest::testSerializeAsAttr,PASS,2,6,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testSerializeAsAttr_jaxbMapper_L131_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest::testAsTextWithJAXB,PASS,3,5,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testAsTextWithJAXB_result_L147_P_14/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest::testPersonAsXml,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testPersonAsXml_json_L162_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.EmptyListDeserTest::testEmptyList,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testEmptyList_r_L41_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.Issue101UnwrappedListAttributesTest::testOptionalsWithMissingType,PASS,5,10,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testOptionalsWithMissingType_opt_L79_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.Issue101UnwrappedListAttributesTest::testWithTwoAttributes,PASS,3,5,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testWithTwoAttributes_result_L103_P_16/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListAnnotationSharingTest::testAnnotationSharing,PASS,2,4,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testAnnotationSharing_result_L51_P_18/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListAsObjectTest::testCollection,PASS,7,16,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testCollection_values_L63_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedList,PASS,6,16,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testWrappedList_result_L95_P_19/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedListWithGetters,PASS,5,14,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testWrappedListWithGetters_result_L110_P_25/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedListBeanDeser,PASS,6,18,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testWrappedListBeanDeser_bean_L127_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedListWithAttribute,PASS,5,14,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testWrappedListWithAttribute_bean_L143_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testUnwrappedListBeanDeser,PASS,6,18,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testUnwrappedListBeanDeser_bean_L165_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListRoundtripTest::testParentListRoundtrip,PASS,9,17,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testParentListRoundtrip_result_L110_P_30/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListRoundtripTest::testListWithAttrOnlyValues,PASS,7,27,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testListWithAttrOnlyValues_converted_L142_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListRoundtripTest::testOptionals,PASS,5,10,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testOptionals_opt_L157_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListRoundtripTest::testOptionalsWithMissingType,FAIL,5,0,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testOptionalsWithMissingType_opt_L174_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListSerializationTest::testSimpleWrappedList,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testSimpleWrappedList_xml_L60_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListSerializationTest::testStringList,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testStringList_xml_L69_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedLists180Test::testNestedUnwrappedLists180,FAIL,6,24,1,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_failing/testNestedUnwrappedLists180_result_L65_F_1/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest::testNested1_2,PASS,9,17,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testNested1_2_svc_L73_P_32/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest::testNestedWithEmpty,FAIL,3,5,1,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_failing/testNestedWithEmpty_svc_L97_F_12/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest::testNestedWithEmpty2,FAIL,5,10,1,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_failing/testNestedWithEmpty2_svc_L116_F_7/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest::testNested1_2b,PASS,10,19,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testNested1_2b_svc_L144_P_39/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest::testNested2_1,PASS,8,19,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testNested2_1_svc_L181_P_47/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.RootListHandlingTest::testRenamedRootItem,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testRenamedRootItem_xml_L76_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.RootListHandlingTest::testListSerialization,PASS,0,0,0,
com.fasterxml.jackson.dataformat.xml.lists.RootListHandlingTest::testArraySerialization,PASS,0,0,0,
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListWithEmptyCData129Test::testListWithEmptyCData,PASS,0,0,0,
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest::testWrappedLists,PASS,4,7,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testWrappedLists_output_L79_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest::testUnwrappedLists,PASS,4,7,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testUnwrappedLists_output_L98_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest::testDefaultWrapping,PASS,6,12,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testDefaultWrapping_output_L125_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest::testDefaultWrappingWithEmptyLists,PASS,4,10,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testDefaultWrappingWithEmptyLists_output_L144_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest::testOptionalsWithMissingType,PASS,5,10,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testOptionalsWithMissingType_opt_L162_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.WrappedListsTest::testEmptyList,PASS,2,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testEmptyList_xml_L38_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.misc.ArrayConversionsTest::testNullXform,PASS,0,0,0,
com.fasterxml.jackson.dataformat.xml.misc.ArrayConversionsTest::testArrayIdentityTransforms,PASS,0,0,0,
com.fasterxml.jackson.dataformat.xml.misc.ArrayConversionsTest::testByteArrayFrom,PASS,0,0,0,
com.fasterxml.jackson.dataformat.xml.misc.ArrayConversionsTest::testShortArrayToX,PASS,0,0,0,
com.fasterxml.jackson.dataformat.xml.misc.ArrayConversionsTest::testIntArrayToX,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testIntArrayToX_actNums_L110_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.misc.ArrayConversionsTest::testLongArrayToX,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testLongArrayToX_actNums_L123_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.misc.ArrayConversionsTest::testListToIntArray,PASS,0,0,0,
com.fasterxml.jackson.dataformat.xml.misc.ArrayConversionsTest::testListAsProperty,PASS,0,0,0,
com.fasterxml.jackson.dataformat.xml.misc.EmptyPolymorphicTest::testEmpty,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testEmpty_data_L44_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.misc.NodeTest::testMixed,PASS,0,0,0,
com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test::testSimpleCollectionDeserWithForwardRefs,PASS,2,11,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testSimpleCollectionDeserWithForwardRefs_result_L44_P_55/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.misc.PolymorphicTypesTest::testAsClassProperty,PASS,4,7,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testAsClassProperty_result_L90_P_56/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.misc.PolymorphicTypesTest::testAsClassObject,PASS,3,6,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testAsClassObject_result_L99_P_58/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.misc.PolymorphicTypesTest::testAsPropertyWithObjectId,PASS,3,11,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testAsPropertyWithObjectId_result_L116_P_60/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest::testSerializeAsText,PASS,2,2,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testSerializeAsText_xml_L106_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest::testDeserializeAsText,PASS,2,4,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testDeserializeAsText_result_L112_P_63/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest::testIssue24,PASS,3,9,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testIssue24_main_L130_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest::testAlternateTextElementName,PASS,1,2,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testAlternateTextElementName_pojo_L148_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest::testIssue66,PASS,3,5,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testIssue66_json_L166_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.misc.TextValueTest::testTextOnlyPojo,PASS,4,8,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testTextOnlyPojo_result_L179_P_65/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.misc.UnwrappingWithXMLTest::testSimpleUnwrappingRoundtrip,PASS,5,12,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testSimpleUnwrappingRoundtrip_mapper_L100_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.misc.UnwrappingWithXMLTest::testUnwrappingWithAttribute,PASS,5,12,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testUnwrappingWithAttribute_mapper_L115_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.misc.UnwrappingWithXMLTest::testUnwrappingSubWithAttribute,PASS,5,12,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testUnwrappingSubWithAttribute_mapper_L130_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.misc.XmlTextTest::testXmlTextWithSuppressedValue,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testXmlTextWithSuppressedValue_xml_L28_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.ser.TestIndentation::testSimpleStringBean,PASS,4,8,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testSimpleStringBean_result_L108_P_68/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.ser.TestIndentation::testSimpleIntBean,PASS,2,4,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testSimpleIntBean_result_L130_P_72/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.ser.TestIndentation::testSimpleMap,PASS,3,6,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_slicer4j_passed/testSimpleMap_result_L147_P_74/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.ser.TestIndentation::testWithAttr,PASS,2,2,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testWithAttr_xml2_L158_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.ser.TestIndentation::testEmptyElem,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testEmptyElem_xml_L165_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.ser.TestIndentation::testMultiLevel172,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testMultiLevel172_xml_L178_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.ser.TestJDKSerializability::testXmlFactory,PASS,4,7,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testXmlFactory_writeXml_L54_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.ser.TestJDKSerializability::testMapper,PASS,4,10,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testMapper_p2_L69_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.ser.TestNamespaces::testRootNamespace,PASS,0,0,0,
com.fasterxml.jackson.dataformat.xml.ser.TestSerialization::testRootName,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testRootName_xml_L137_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.ser.TestSerialization::testSimpleAttribute,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_1b/step2_slicing/_assert_trace_only/testSimpleAttribute_xml_L154_traceonly/trace.log_icdg.log
