project,bug_id,file_name,line_no,rank_best_trace,tie_size_trace,rank_best_slice,tie_size_slice,unanswerable_reason,nearest_line_diff_trace,diff_best_trace,diff_tie_trace,diff_reason_trace,nearest_line_diff_slice,diff_best_slice,diff_tie_slice,diff_reason_slice
Cli,1b,CommandLine.java,158,292,5,3,119,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,1b,CommandLine.java,169,None,None,None,None,dead_code_never_executed,-8,301,271,succeed,-11,3,119,succeed
Cli,1b,CommandLine.java,170,None,None,None,None,dead_code_never_executed,-9,301,271,succeed,-12,3,119,succeed
Cli,1b,CommandLine.java,277,234,9,3,119,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,1b,CommandLine.java,278,234,9,3,119,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,1b,CommandLine.java,279,234,9,None,None,,0,already_found,already_found,succeed,-1,3,119,succeed
Cli,1b,CommandLine.java,281,None,None,None,None,dead_code_never_executed,-2,234,9,succeed,-3,3,119,succeed
Cli,1b,CommandLine.java,282,None,None,None,None,dead_code_never_executed,-3,234,9,succeed,3,3,119,succeed
Cli,1b,CommandLine.java,283,None,None,None,None,dead_code_never_executed,2,234,9,succeed,2,3,119,succeed
Cli,1b,CommandLine.java,285,234,9,3,119,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,1b,CommandLine.java,286,None,None,None,None,dead_code_never_executed,-1,234,9,succeed,-1,3,119,succeed
Cli,1b,CommandLine.java,287,234,9,3,119,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,1b,CommandLine.java,298,301,271,None,None,,0,already_found,already_found,succeed,-11,3,119,succeed
Cli,1b,CommandLine.java,308,None,None,None,None,dead_code_never_executed,-10,301,271,succeed,-21,3,119,succeed
Cli,1b,CommandLine.java,316,None,None,None,None,dead_code_never_executed,-18,301,271,succeed,-29,3,119,succeed
Cli,20b,PosixParser.java,114,100,2,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Cli,20b,PosixParser.java,116,11,19,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Cli,20b,PosixParser.java,117,11,19,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Cli,20b,PosixParser.java,121,249,3,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Cli,22b,PosixParser.java,41,None,None,None,None,dead_code_never_executed,-6,280,3,succeed,-6,2,2,succeed
Cli,22b,PosixParser.java,109,215,8,None,None,,0,already_found,already_found,succeed,-3,9,111,succeed
Cli,22b,PosixParser.java,116,None,None,None,None,dead_code_never_executed,-2,288,5,succeed,-10,9,111,succeed
Cli,22b,PosixParser.java,146,177,5,9,111,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,22b,PosixParser.java,148,12,18,None,None,,0,already_found,already_found,succeed,-2,9,111,succeed
Cli,22b,PosixParser.java,149,None,None,None,None,dead_code_never_executed,-1,12,18,succeed,-3,9,111,succeed
Cli,22b,PosixParser.java,152,303,8,9,111,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,22b,PosixParser.java,184,None,None,None,None,dead_code_never_executed,2,32,57,succeed,-26,9,111,succeed
Cli,22b,PosixParser.java,186,32,57,None,None,,0,already_found,already_found,succeed,26,9,111,succeed
Cli,22b,PosixParser.java,188,None,None,None,None,dead_code_never_executed,-1,32,57,succeed,24,9,111,succeed
Cli,22b,PosixParser.java,211,None,None,None,None,dead_code_never_executed,1,198,3,succeed,1,9,111,succeed
Cli,22b,PosixParser.java,243,None,None,None,None,dead_code_never_executed,1,205,8,succeed,-31,9,111,succeed
Cli,22b,PosixParser.java,262,319,320,None,None,,0,already_found,already_found,succeed,-50,9,111,succeed
Cli,23b,HelpFormatter.java,824,51,11,None,None,,0,already_found,already_found,succeed,-680,1,46,succeed
Cli,23b,HelpFormatter.java,833,None,None,None,None,dead_code_never_executed,-1,107,9,succeed,-689,1,46,succeed
Cli,23b,HelpFormatter.java,836,6,23,None,None,,0,already_found,already_found,succeed,-692,1,46,succeed
Cli,21b,GroupImpl.java,513,70,9,1,363,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,21b,GroupImpl.java,514,None,None,None,None,dead_code_never_executed,-1,70,9,succeed,-1,1,363,succeed
Cli,21b,WriteableCommandLine.java,102,None,None,None,None,dead_code_never_executed,None,None,None,project_test_scenario,None,None,None,project_test_scenario
Cli,21b,WriteableCommandLine.java,110,None,None,None,None,dead_code_never_executed,None,None,None,project_test_scenario,None,None,None,project_test_scenario
Cli,21b,WriteableCommandLineImpl.java,51,None,None,None,None,dead_code_never_executed,-3,314,10,succeed,-3,1,363,succeed
Cli,21b,WriteableCommandLineImpl.java,63,None,None,None,None,dead_code_never_executed,-1,314,10,succeed,-1,1,363,succeed
Cli,21b,WriteableCommandLineImpl.java,65,None,None,None,None,dead_code_never_executed,-3,314,10,succeed,-3,1,363,succeed
Cli,21b,WriteableCommandLineImpl.java,66,None,None,None,None,dead_code_never_executed,2,232,29,succeed,2,1,363,succeed
Cli,21b,WriteableCommandLineImpl.java,234,None,None,None,None,dead_code_never_executed,2,187,2,succeed,2,1,363,succeed
Cli,21b,WriteableCommandLineImpl.java,235,None,None,None,None,dead_code_never_executed,1,187,2,succeed,1,1,363,succeed
Cli,21b,WriteableCommandLineImpl.java,236,187,2,1,363,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,21b,WriteableCommandLineImpl.java,240,122,4,None,None,,0,already_found,already_found,succeed,-2,1,363,succeed
Cli,21b,WriteableCommandLineImpl.java,242,64,3,1,363,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,21b,WriteableCommandLineImpl.java,245,416,1007,1,363,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,21b,WriteableCommandLineImpl.java,246,None,None,None,None,dead_code_never_executed,-1,416,1007,succeed,-1,1,363,succeed
Cli,24b,HelpFormatter.java,825,2,3,None,None,,0,already_found,already_found,succeed,-697,1,9,succeed
Cli,25b,HelpFormatter.java,825,2,3,None,None,,0,already_found,already_found,succeed,-5,1,92,succeed
Cli,26b,OptionBuilder.java,348,None,None,None,None,dead_code_never_executed,1,84,24,succeed,None,None,None,project_test_scenario
Cli,26b,OptionBuilder.java,349,84,24,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Cli,26b,OptionBuilder.java,359,None,None,None,None,dead_code_never_executed,-1,84,24,succeed,None,None,None,project_test_scenario
Cli,26b,OptionBuilder.java,361,None,None,None,None,dead_code_never_executed,-1,84,24,succeed,None,None,None,project_test_scenario
Cli,27b,OptionGroup.java,98,202,375,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Cli,27b,OptionGroup.java,100,202,375,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Cli,29b,Util.java,65,104,4,1,5,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,29b,Util.java,67,78,2,6,7,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,29b,Util.java,68,None,None,None,None,dead_code_never_executed,-1,78,2,succeed,-1,6,7,succeed
Cli,29b,Util.java,70,104,4,1,5,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,29b,Util.java,72,78,2,1,5,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,2b,PosixParser.java,305,28,58,None,None,,0,already_found,already_found,succeed,-272,1,3,succeed
Cli,2b,PosixParser.java,309,None,None,None,None,dead_code_never_executed,-4,28,58,succeed,-276,1,3,succeed
Cli,28b,Parser.java,290,1,4,None,None,,0,already_found,already_found,succeed,3,93,154,succeed
Cli,30b,DefaultParser.java,150,None,None,None,None,dead_code_never_executed,None,None,None,project_test_scenario,None,None,None,project_test_scenario
Cli,30b,DefaultParser.java,152,None,None,None,None,dead_code_never_executed,None,None,None,project_test_scenario,None,None,None,project_test_scenario
Cli,30b,DefaultParser.java,155,None,None,None,None,dead_code_never_executed,None,None,None,project_test_scenario,None,None,None,project_test_scenario
Cli,30b,DefaultParser.java,156,None,None,None,None,dead_code_never_executed,None,None,None,project_test_scenario,None,None,None,project_test_scenario
Cli,30b,Parser.java,263,4,84,None,None,,0,already_found,already_found,succeed,-19,4,5,succeed
Cli,30b,Parser.java,265,4,84,None,None,,0,already_found,already_found,succeed,-21,4,5,succeed
Cli,32b,HelpFormatter.java,937,None,None,None,None,dead_code_never_executed,-1,1,3,succeed,-802,1,10,succeed
Cli,32b,HelpFormatter.java,940,1,3,None,None,,0,already_found,already_found,succeed,-805,1,10,succeed
Cli,32b,HelpFormatter.java,941,None,None,None,None,dead_code_never_executed,-1,1,3,succeed,-806,1,10,succeed
Cli,31b,HelpFormatter.java,653,27,25,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Cli,31b,HelpFormatter.java,656,2,2,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Cli,31b,Option.java,57,167,12,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Cli,31b,OptionBuilder.java,80,62,25,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Cli,33b,HelpFormatter.java,730,43,3,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Cli,33b,HelpFormatter.java,900,None,None,None,None,dead_code_never_executed,-13,76,476,succeed,None,None,None,project_test_scenario
Cli,33b,HelpFormatter.java,901,None,None,None,None,dead_code_never_executed,-14,76,476,succeed,None,None,None,project_test_scenario
Cli,33b,HelpFormatter.java,902,None,None,None,None,dead_code_never_executed,-15,76,476,succeed,None,None,None,project_test_scenario
Cli,35b,Options.java,240,None,None,None,None,dead_code_never_executed,1,68,4,succeed,1,2,136,succeed
Cli,34b,Option.java,72,None,None,None,None,dead_code_never_executed,-3,190,8,succeed,-3,34,8,succeed
Cli,34b,OptionBuilder.java,84,79,25,7,3,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,37b,DefaultParser.java,302,34,27,None,None,,0,already_found,already_found,succeed,-170,1,7,succeed
Cli,37b,DefaultParser.java,305,None,None,None,None,dead_code_never_executed,-3,34,27,succeed,-173,1,7,succeed
Cli,38b,DefaultParser.java,310,1,14,None,None,,0,already_found,already_found,succeed,-178,1,7,succeed
Cli,38b,DefaultParser.java,312,None,None,None,None,dead_code_never_executed,-2,1,14,succeed,-180,1,7,succeed
Cli,39b,TypeHandler.java,92,1,2,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Cli,39b,TypeHandler.java,234,None,None,None,None,dead_code_never_executed,-10,3,1,succeed,None,None,None,project_test_scenario
Cli,36b,OptionGroup.java,22,None,None,None,None,dead_code_never_executed,9,36,12,succeed,9,1,68,succeed
Cli,36b,OptionGroup.java,24,None,None,None,None,dead_code_never_executed,7,36,12,succeed,7,1,68,succeed
Cli,36b,OptionGroup.java,37,36,12,1,68,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,36b,Options.java,24,None,None,None,None,dead_code_never_executed,20,70,5,succeed,20,1,68,succeed
Cli,36b,Options.java,61,70,5,1,68,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,3b,TypeHandler.java,25,None,None,None,None,dead_code_never_executed,23,1,260,succeed,None,None,None,project_test_scenario
Cli,3b,TypeHandler.java,162,1,260,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Cli,4b,Parser.java,298,1,33,None,None,,0,already_found,already_found,succeed,-3,1,71,succeed
Cli,7b,PatternBuilder.java,19,None,None,None,None,dead_code_never_executed,27,1,285,succeed,27,2,139,succeed
Cli,7b,PatternBuilder.java,21,None,None,None,None,dead_code_never_executed,25,1,285,succeed,25,2,139,succeed
Cli,7b,PatternBuilder.java,67,1,285,2,139,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,5b,Util.java,36,94,1,9,98,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Cli,8b,HelpFormatter.java,812,39,38,1,12,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Codec,10b,Caverphone.java,76,2,62,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Cli,9b,Parser.java,317,11,8,None,None,,0,already_found,already_found,succeed,5,9,78,succeed
Cli,9b,Parser.java,322,11,8,9,78,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Codec,11b,QuotedPrintableCodec.java,70,None,None,None,None,dead_code_never_executed,7,7,7,succeed,21,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,71,None,None,None,None,dead_code_never_executed,6,7,7,succeed,20,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,73,None,None,None,None,dead_code_never_executed,4,7,7,succeed,18,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,114,None,None,None,None,dead_code_never_executed,1,42,7,succeed,-12,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,120,None,None,None,None,dead_code_never_executed,-1,42,7,succeed,-18,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,132,None,None,None,None,dead_code_never_executed,-13,42,7,succeed,-30,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,144,None,None,None,None,dead_code_never_executed,24,30,1,succeed,-42,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,152,None,None,None,None,dead_code_never_executed,16,30,1,succeed,-50,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,175,None,None,None,None,dead_code_never_executed,-1,23,7,succeed,-73,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,177,None,None,None,None,dead_code_never_executed,1,23,7,succeed,-75,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,178,23,7,None,None,,0,already_found,already_found,succeed,-76,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,179,23,7,None,None,,0,already_found,already_found,succeed,-77,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,180,23,7,None,None,,0,already_found,already_found,succeed,-78,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,181,57,154,None,None,,0,already_found,already_found,succeed,-79,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,182,None,None,None,None,dead_code_never_executed,-1,57,154,succeed,-80,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,183,23,7,None,None,,0,already_found,already_found,succeed,-81,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,184,19,1,None,None,,0,already_found,already_found,succeed,-82,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,189,42,7,None,None,,0,already_found,already_found,succeed,-87,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,195,None,None,None,None,dead_code_never_executed,-6,42,7,succeed,-93,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,199,None,None,None,None,dead_code_never_executed,2,23,7,succeed,-97,2,3,succeed
Codec,11b,QuotedPrintableCodec.java,200,None,None,None,None,dead_code_never_executed,1,23,7,succeed,96,1,1,succeed
Codec,11b,QuotedPrintableCodec.java,229,37,5,None,None,,0,already_found,already_found,succeed,67,1,1,succeed
Codec,11b,QuotedPrintableCodec.java,235,None,None,None,None,dead_code_never_executed,-2,57,154,succeed,61,1,1,succeed
Codec,12b,BaseNCodecInputStream.java,142,None,None,None,None,dead_code_never_executed,-8,235,108,succeed,-18,79,1,succeed
Codec,12b,BaseNCodecInputStream.java,144,None,None,None,None,dead_code_never_executed,-10,235,108,succeed,-20,79,1,succeed
Codec,12b,BaseNCodecInputStream.java,145,None,None,None,None,dead_code_never_executed,-11,235,108,succeed,-21,79,1,succeed
Codec,12b,BaseNCodecInputStream.java,153,None,None,None,None,dead_code_never_executed,-19,235,108,succeed,-29,79,1,succeed
Codec,12b,BaseNCodecInputStream.java,159,None,None,None,None,dead_code_never_executed,-25,235,108,succeed,-35,79,1,succeed
Codec,14b,Lang.java,98,None,None,None,None,dead_code_never_executed,-2,304,34,succeed,None,None,None,project_test_scenario
Codec,14b,Lang.java,102,304,34,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,14b,PhoneticEngine.java,31,None,None,None,None,dead_code_never_executed,30,15,140,succeed,None,None,None,project_test_scenario
Codec,14b,PhoneticEngine.java,338,15,140,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,14b,PhoneticEngine.java,361,15,140,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,14b,PhoneticEngine.java,364,15,140,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,14b,Rule.java,158,None,None,None,None,dead_code_never_executed,11,15,140,succeed,None,None,None,project_test_scenario
Codec,14b,ash_lang.txt	1969-12-31 16:00:00.000000000 -0800,0,None,None,None,None,dead_code_never_executed,None,None,None,project_test_scenario,None,None,None,project_test_scenario
Codec,14b,gen_lang.txt	1969-12-31 16:00:00.000000000 -0800,0,None,None,None,None,dead_code_never_executed,None,None,None,project_test_scenario,None,None,None,project_test_scenario
Codec,14b,sep_lang.txt	1969-12-31 16:00:00.000000000 -0800,0,None,None,None,None,dead_code_never_executed,None,None,None,project_test_scenario,None,None,None,project_test_scenario
Codec,15b,Soundex.java,188,7,7,None,None,,0,already_found,already_found,succeed,-107,1,1,succeed
Codec,15b,Soundex.java,189,7,7,None,None,,0,already_found,already_found,succeed,-108,1,1,succeed
Codec,15b,Soundex.java,190,2,3,None,None,,0,already_found,already_found,succeed,-109,1,1,succeed
Codec,15b,Soundex.java,191,2,3,None,None,,0,already_found,already_found,succeed,-110,1,1,succeed
Codec,15b,Soundex.java,192,2,3,None,None,,0,already_found,already_found,succeed,-111,1,1,succeed
Codec,16b,Base32.java,94,None,None,None,None,,-2,7,19,succeed,None,None,None,pipeline_gap
Codec,17b,StringUtils.java,339,11,1,None,None,,0,already_found,already_found,succeed,16,1,37,succeed
Codec,18b,StringUtils.java,81,11,11,1,49,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Codec,1b,Caverphone.java,59,1,651,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,1b,Metaphone.java,88,None,None,None,None,dead_code_never_executed,-1,1,651,succeed,None,None,None,project_test_scenario
Codec,1b,SoundexUtils.java,53,1,651,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,2b,Base64.java,446,45,6,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,3b,DoubleMetaphone.java,455,2,11,None,None,,0,already_found,already_found,succeed,-368,1,3,succeed
Codec,4b,Base64.java,225,47,1,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,5b,Base64.java,585,64,4,None,None,,0,already_found,already_found,succeed,-235,1,11,succeed
Codec,6b,Base64InputStream.java,139,44,1,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,6b,Base64InputStream.java,164,16,22,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,6b,Base64InputStream.java,178,16,22,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,7b,Base64.java,670,1,2,None,None,,0,already_found,already_found,succeed,-39,4,27,succeed
Codec,8b,Base64.java,419,None,None,None,None,dead_code_never_executed,1,8,5,succeed,-69,1,17,succeed
Codec,8b,Base64.java,420,8,5,None,None,,0,already_found,already_found,succeed,-70,1,17,succeed
Codec,8b,Base64.java,421,8,5,None,None,,0,already_found,already_found,succeed,-71,1,17,succeed
Codec,8b,Base64.java,422,8,5,None,None,,0,already_found,already_found,succeed,-72,1,17,succeed
Codec,8b,Base64.java,423,8,5,None,None,,0,already_found,already_found,succeed,-73,1,17,succeed
Codec,8b,Base64.java,424,None,None,None,None,dead_code_never_executed,-1,8,5,succeed,-74,1,17,succeed
Codec,8b,Base64.java,425,None,None,None,None,dead_code_never_executed,-2,8,5,succeed,-75,1,17,succeed
Codec,8b,Base64InputStream.java,169,13,9,None,None,,0,already_found,already_found,succeed,-71,1,17,succeed
Codec,8b,Base64InputStream.java,170,8,5,None,None,,0,already_found,already_found,succeed,-72,1,17,succeed
Codec,8b,Base64InputStream.java,171,None,None,None,None,dead_code_never_executed,-1,8,5,succeed,-73,1,17,succeed
Codec,13b,DoubleMetaphone.java,22,None,None,None,None,dead_code_never_executed,25,9,6,succeed,37,1,2,succeed
Codec,13b,DoubleMetaphone.java,244,3,1,None,None,,0,already_found,already_found,succeed,-179,1,2,succeed
Codec,13b,StringUtils.java,70,None,None,None,None,dead_code_never_executed,11,15,1319,succeed,11,3,109,succeed
Collections,25b,IteratorUtils.java,605,1,3,1,16,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Collections,25b,IteratorUtils.java,626,None,None,None,None,dead_code_never_executed,-21,1,3,succeed,-21,1,16,succeed
Collections,25b,IteratorUtils.java,648,None,None,None,None,dead_code_never_executed,-43,1,3,succeed,-43,1,16,succeed
Collections,26b,MultiKey.java,277,None,None,None,None,dead_code_never_executed,1,13,537,succeed,-9,1,9,succeed
Collections,27b,MultiValueMap.java,568,None,None,None,None,dead_code_never_executed,-6,20,462,succeed,-12,1,9,succeed
Collections,28b,AbstractPatriciaTrie.java,2262,None,None,None,None,dead_code_never_executed,11,159,54,succeed,23,1,120,succeed
Csv,10b,CSVPrinter.java,70,None,None,None,None,dead_code_never_executed,-3,24,3,succeed,-4,20,6,succeed
Csv,11b,CSVParser.java,384,9,11,None,None,,0,already_found,already_found,succeed,None,None,None,pipeline_gap
Codec,9b,Base64.java,827,12,12,None,None,,0,already_found,already_found,succeed,32,1,25,succeed
Csv,13b,CSVFormat.java,318,37,53,1,1,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Csv,13b,CSVPrinter.java,139,92,7,2,57,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Csv,12b,CSVFormat.java,219,140,46,1,1,,0,already_found,already_found,succeed,0,already_found,already_found,succeed
Csv,14b,CSVFormat.java,1039,13,4,None,None,,0,already_found,already_found,succeed,157,2,24,succeed
Csv,15b,CSVFormat.java,1189,27,4,None,None,,0,already_found,already_found,succeed,157,8,44,succeed
Csv,15b,CSVFormat.java,1190,1,1,None,None,,0,already_found,already_found,succeed,156,8,44,succeed
