test_case,result,assertion_source_lines,dynamic_pass_asserts,dynamic_fail_asserts,trace_source
com.fasterxml.jackson.dataformat.xml.deser.EmptyStringValueTest::testEmptyStringElement,PASS,3,3,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testEmptyStringElement_bean_L69_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.ExceptionDeserializationTest::testEmptyString162,PASS,2,3,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testEmptyString162_e_L25_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.Issue274PropertyNameTest::testIssue274,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testIssue274_obj_L63_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.NullConversionsGenericTest::testNullsToEmptyPojo,PASS,4,9,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testNullsToEmptyPojo_pw_L61_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.NullConversionsGenericTest::testNullsToGenericPojo,PASS,3,6,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testNullsToGenericPojo_p_L72_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.NullConversionsGenericTest::testNullsToEmptyCollection,FAIL,4,0,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testNullsToEmptyCollection_result2_L98_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.NullConversionsGenericTest::testNullsToEmptyMap,FAIL,2,0,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testNullsToEmptyMap_result_L109_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.NullConversionsGenericTest::testNullsToEmptyArrays,PASS,10,30,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testNullsToEmptyArrays_result5_L140_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.NullConversionsSkipTest::testSkipNullField1,PASS,2,4,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testSkipNullField1_result_L57_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.NullConversionsSkipTest::testSkipNullField2,PASS,2,4,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testSkipNullField2_result_L66_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.NullConversionsSkipTest::testSkipNullMethod1,PASS,2,4,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testSkipNullMethod1_result_L76_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.NullConversionsSkipTest::testSkipNullMethod2,PASS,2,4,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testSkipNullMethod2_result_L84_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.NullConversionsSkipTest::testSkipNullWithDefaults,PASS,2,4,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testSkipNullWithDefaults_result_L104_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.SimpleStringValuesTest::testSimpleStringElement,PASS,2,3,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testSimpleStringElement_bean_L37_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.SimpleStringValuesTest::testMissingString,PASS,2,4,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testMissingString_bean_L46_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.SimpleStringValuesTest::testStringWithAttribute,PASS,2,3,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testStringWithAttribute_bean_L60_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.SimpleStringValuesTest::testStringsWithAttribute,PASS,3,5,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testStringsWithAttribute_bean_L74_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.SimpleStringValuesTest::testStringArrayWithAttribute,PASS,5,12,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testStringArrayWithAttribute_beans_L91_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.SimpleStringValuesTest::testEmptyElementToString,PASS,2,3,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testEmptyElementToString_result_L102_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.SimpleStringValuesTest::testStringsInList,PASS,5,16,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testStringsInList_result_L128_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.TestBinaryData::testTwoBinaryProps,PASS,2,10,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testTwoBinaryProps_new_L43_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.TestDeserialization::testRoundTripWithJacksonExample,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testRoundTripWithJacksonExample_result_L42_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.TestDeserialization::testFromAttribute,PASS,2,3,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testFromAttribute_bean_L49_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.TestDeserialization::testMapWithAttr,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testMapWithAttr_map_L68_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.TestDeserialization::testOptionalAttr,PASS,3,5,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testOptionalAttr_ob_L79_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.TestDeserialization::testMissingOptionalAttr,PASS,3,5,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testMissingOptionalAttr_ob_L88_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.TestEnums::testEnum,PASS,2,4,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testEnum_result_L30_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.TestViews::testIssue7,PASS,5,15,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testIssue7_result_L104_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.TestViews::testNullSuppression,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_slicer4j_passed/testNullSuppression_xml_L111_P_1/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.TestViews::testIssue44,PASS,1,2,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testIssue44_writer_L124_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest::testSimple,PASS,4,7,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testSimple_o_L261_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest::testSimpleWithIgnores,PASS,5,9,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testSimpleWithIgnores_o_L289_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest::testMultiAccess,PASS,8,14,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testMultiAccess_value_L312_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest::testImmutable,PASS,1,2,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testImmutable_value_L320_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest::testCustomWith,PASS,1,2,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testCustomWith_value_L327_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest::testBuilderMethodReturnMoreGeneral,PASS,1,2,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testBuilderMethodReturnMoreGeneral_value_L335_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest::testBuilderMethodReturnMoreSpecific,PASS,0,0,0,
com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest::testSelfBuilder777,PASS,2,3,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testSelfBuilder777_result_L350_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest::testWithAnySetter822,FAIL,1,0,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testWithAnySetter822_value_L361_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.deser.builder.BuilderSimpleTest::testPOJOConfigResolution1557,PASS,1,2,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testPOJOConfigResolution1557_value_L361_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.incr.IncrementalWritingTest::testSimple,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_slicer4j_passed/testSimple_xml_L29_P_2/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.incr.PartialReadTest::testSimpleRead,PASS,14,26,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testSimpleRead_sr_L42_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.jaxb.AttributesWithJAXBTest::testTwoAttributes,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_slicer4j_passed/testTwoAttributes_xml_L48_P_3/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.jaxb.AttributesWithJAXBTest::testAttributeAndElement,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_slicer4j_passed/testAttributeAndElement_xml_L56_P_4/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.jaxb.BuilderWithJAXB291Test::testBuilder291,PASS,2,3,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testBuilder291_value_L127_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.jaxb.ElementWrapperTest::testElementWrapper,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_slicer4j_passed/testElementWrapper_xml_L63_P_5/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.jaxb.ElementWrapperTest::testNoElementWrapper,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_slicer4j_passed/testNoElementWrapper_xml_L83_P_6/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.jaxb.JAXBObjectId170Test::testPolyIdList178,PASS,5,11,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testPolyIdList178_DesktopComputer_L135_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest::testRootName,PASS,2,6,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testRootName_jaxbMapper_L120_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest::testSerializeAsAttr,PASS,2,6,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testSerializeAsAttr_jaxbMapper_L131_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest::testAsTextWithJAXB,PASS,3,5,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_slicer4j_passed/testAsTextWithJAXB_xml_L142_P_7/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.jaxb.WithJAXBAnnotationsTest::testPersonAsXml,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testPersonAsXml_json_L162_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.DeserializePolyList178Test::testPolyIdList178,PASS,5,10,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testPolyIdList178_dt_L84_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.EmptyListDeserTest::testEmptyList,PASS,5,13,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testEmptyList_r_L45_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.Issue101UnwrappedListAttributesTest::testOptionalsWithMissingType,PASS,5,10,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testOptionalsWithMissingType_opt_L79_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.Issue101UnwrappedListAttributesTest::testWithTwoAttributes,PASS,3,5,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_slicer4j_passed/testWithTwoAttributes_xml_L99_P_8/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListAnnotationSharingTest::testAnnotationSharing,PASS,2,4,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_slicer4j_passed/testAnnotationSharing_xml_L47_P_9/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListAsObjectTest::testCollection,PASS,4,16,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testCollection_values_L57_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListDeser191Test::testListDeser,PASS,3,6,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testListDeser_testList_L38_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedList,PASS,6,16,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testWrappedList_result_L100_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedListWithGetters,PASS,5,14,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testWrappedListWithGetters_result_L114_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedListBeanDeser,PASS,6,18,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testWrappedListBeanDeser_bean_L127_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testWrappedListWithAttribute,PASS,5,14,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testWrappedListWithAttribute_bean_L143_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListDeserializationTest::testUnwrappedListBeanDeser,PASS,6,18,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testUnwrappedListBeanDeser_bean_L165_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListRoundtripTest::testParentListRoundtrip,PASS,9,17,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_slicer4j_passed/testParentListRoundtrip_xml_L106_P_10/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListRoundtripTest::testListWithAttrOnlyValues,PASS,7,27,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testListWithAttrOnlyValues_converted_L142_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListRoundtripTest::testOptionals,PASS,5,10,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testOptionals_opt_L157_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListRoundtripTest::testOptionalsWithMissingType,FAIL,5,0,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testOptionalsWithMissingType_opt_L174_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListSerializationTest::testSimpleWrappedList,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_slicer4j_passed/testSimpleWrappedList_xml_L59_P_11/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.ListSerializationTest::testStringList,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_slicer4j_passed/testStringList_xml_L67_P_12/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedLists180Test::testNestedUnwrappedLists180,PASS,6,25,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testNestedUnwrappedLists180_result_L72_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest::testNested1_2,PASS,9,17,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testNested1_2_act_L83_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest::testNestedWithEmpty,PASS,3,6,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testNestedWithEmpty_svc_L100_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest::testNestedWithEmpty2,PASS,5,11,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testNestedWithEmpty2_del_L122_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest::testNested1_2b,PASS,10,19,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testNested1_2b_act_L155_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.NestedUnwrappedListsTest::testNested2_1,PASS,8,19,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testNested2_1_del_L189_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.RootListHandlingTest::testRenamedRootItem,PASS,1,1,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_slicer4j_passed/testRenamedRootItem_xml_L76_P_13/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.RootListHandlingTest::testListSerialization,PASS,0,0,0,
com.fasterxml.jackson.dataformat.xml.lists.RootListHandlingTest::testArraySerialization,PASS,0,0,0,
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListWithEmptyCData129Test::testListWithEmptyCData,PASS,0,0,0,
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest::testWrappedLists,PASS,4,7,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testWrappedLists_output_L79_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest::testUnwrappedLists,PASS,4,7,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testUnwrappedLists_output_L98_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest::testDefaultWrapping,PASS,6,12,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testDefaultWrapping_output_L125_traceonly/trace.log_icdg.log
com.fasterxml.jackson.dataformat.xml.lists.UnwrappedListsTest::testDefaultWrappingWithEmptyLists,PASS,4,10,0,/home/saglam84/SFL_Slicing/projects/ResearchQ_PL2/resQ_outputs/work/JacksonXml_6b/step2_slicing/_assert_trace_only/testDefaultWrappingWithEmptyLists_output_L144_traceonly/trace.log_icdg.log
